2018-10-23 07:32,大连地铁微博会员特权置顶早安大家要的首末车时间在此奉上二哈二哈如有运营时间变动我们会及时更新这个时间表的也欢迎大家关注大连地铁微信公众号点击菜单栏里的站点查询功能也可以看最新的首末车时间酷酷随着樱花节的到来我们还增加了樱花主题车厢时刻表
2017-03-07 19:22,大连地铁通知月日和日两天早点分至点分快轨号线大连至金石滩方向车隔分钟月日和日快轨号线早高峰大连至金石滩月日和日快轨号线早高峰大连至金石滩
2017-03-06 20:40,大连地铁为给我市广大中小学生创造良好的出行条件增强中小学生的安全乘车意识积极响应立足岗位求突破推动地铁大发展主题实践活动号召今日下午地铁大连北站团支部走进南关岭小学开展了以文明识礼记心间安全宣传进校园为主题的安全乘车宣传活动文明识礼记心间安全宣传进校园文明识礼记心间安全宣传进校园
2017-03-03 20:59,大连地铁为进一步开展学雷锋活动大力弘扬无私奉献助人为乐的高尚品质今天下午大连地铁客运分公司名党员团员代表共同走进大连市社会福利院开展了以大手牵小手关爱共成长为主题的学雷锋日特别活动大手牵小手关爱共成长大手牵小手关爱共成长
2017-03-02 20:47,大连地铁地铁早晚高峰客流大站台上总是站满了乘客在这种情况下怎样才能快人一步轻松上车呢标准答案不要停留在楼梯口对应的车门处人多挤不上车这招管用人多挤不上车这招管用
2017-03-01 19:56,大连地铁为了让广大市民进一步了解大连地铁近日地铁大连北站车站邀请了来自南关岭小学的六位同学及老师共同走进地铁车站走入地铁车站站务人员的工作和生活开展为期一天的我是地铁站务员主题实践活动大连地铁初体验之我是地铁站务员大连地铁初体验之我是地铁站务员
2017-02-28 19:50,大连地铁为了应对月日全市中小学开学首日早高峰客流集中大连地铁集团组织团员青年在各大主要地铁车站进行维乘各车站工作人员加大购票指导及站台疏导力度及时为乘客提供帮助并在扶梯站台等重点区域加强巡视保证乘客候车及乘车安全中小学生明日开学大连地铁准备就绪中小学生明日开学大连地铁准备就绪
2017-02-27 20:22,大连地铁月日上午地铁集团召开立足岗位求突破推动地铁大发展主题实践活动动员大会大会传达了肖盛峰市长月日在地铁集团调研时的讲话精神集团公司党委书记董事长姜冰做了动员讲话总经理张军主持会议并提出了落实会议精神的具体要求地铁集团召开立足岗位求突破推动地铁大发地铁集团召开立足岗位求突破推动地铁大发
2017-02-23 20:36,大连地铁投了两次币都没买到票乘客陈女士误以为自动售票机出了问题情急之下不断拍打机器事后才知是自己使用的硬币上带有双面胶黏住了自动售票机的硬币识别器让售票机受了委屈地铁自动售票机为何会闹情绪地铁自动售票机为何会闹情绪
2017-02-22 06:10,大连地铁为满足广大市民出行给市民提供舒适的乘车环境地铁集团今天早晚高峰临时加车加大行车密度缩短行车间隔延长高峰时间具体情况为高峰期间地铁号线各增加个车次快轨三号线增加个车次九里线增加个车次
2017-02-21 19:37,大连地铁不知道大家在站台等地铁的时候有没有注意到在车头车尾位置对应立柱上的红色箱盒呢地铁工作人员在站台巡视的时候经常会看到有乘客盯着这个红色盒子看那这个红色盒子到底是个啥东西你注意过站台上这个红色盒子吗你注意过站台上这个红色盒子吗
2017-02-20 19:28,大连地铁写作来源于生活更高于生活地铁车站每天都会发生很多事情感人事突发事有趣事比比皆是写作的题材很广泛我喜欢在服务乘客的同时挖掘有价值的新闻线索通过文字记录下来及时发表出去不断传播社会正能量一名基层站务人员的自我评述一名基层站务人员的自我评述
2017-02-16 10:36,大连地铁包明东说一名合格的地铁司机要像机器一样运转时时刻刻绷紧神经但是家人乘客的理解和支持让他感觉到了职业的分量我爸告诉我车门一关身后就是成千上万的乘客家里天大的事都跟你没关系地铁司机要求自己像机器一样精准地铁司机要求自己像机器一样精准
2017-02-14 15:38,大连地铁既已相遇并且相知又彼此相爱那就用最初的心面对永远的爱情愿所有单身的朋友们都能遇见对的人愿所有有情人终成眷属愿所有的爱情永如初见相伴永远情人节快乐在大连地铁遇见你情人节快乐在大连地铁遇见你
2017-02-13 16:10,大连地铁每当夜幕降临繁华城市逐渐安静下来人们准备进入梦乡总有一些人因为岗位特殊工作需要而坚守在自己的岗位上他们选择的是服务于列车的正常运行他们的热情驱散了凛冽的寒风点亮了黑暗的隧道他们就是地铁信号工夜晚是他们的主场轨道是他们的舞台夜晚是他们的主场轨道是他们的舞台
2017-02-13 15:51,大连地铁发布了头条文章地铁老司机告诉你开地铁是不是一件特别酷的事地铁老司机告诉你开地铁是不是一件特别酷地铁老司机告诉你开地铁是不是一件特别酷
2017-02-12 10:25,大连地铁为切实满足早高峰时段大客流需求给广大市民提供更为舒适便捷优质的服务氛围提高出行效率保障出行安全从月日起大连地铁号线在每周一至周五的工作日期间缩短早晚高峰期间的行车间隔地铁号线最短车隔分钟地铁号线最短车隔分钟明日起地铁号线将缩短早晚高峰期间的行明日起地铁号线将缩短早晚高峰期间的行
2017-02-11 11:59,大连地铁大连地铁祝全市人民元宵节快乐阖家幸福在此我们也提醒广大市民乘客请大家不要在地铁和快轨线路周围放飞孔明灯避免对轨道交通的运营带来严重影响我们也希望广大市民提高对燃放孔明灯危险性的认识自觉维护公共安全共同创建和谐美好的城市环境元宵节快乐文明祈福不要燃放孔明灯哟元宵节快乐文明祈福不要燃放孔明灯哟
2017-02-09 19:05,大连地铁大家在乘车时不要倚靠车厢贯通道部位避免出现夹伤等情况如不慎将物品掉落在贯通道缝隙内请留意每节车厢上方的一串数字记住自己所在的车厢位置及时告知工作人员切莫用手或其他物品自行勾取避免造成人身伤害不慎将手机掉入车辆贯通道了一定要记住这串不慎将手机掉入车辆贯通道了一定要记住这串
2017-02-04 19:15,大连地铁相对于地铁站务员安检员和驾驶员地铁安全门检修工是个不为乘客所知的工种他们每天行走在各个车站间需要面对数百道安全门这个春节他们与平常一样每天值守在各自的岗位上用自己默默地付出为乘客的出行提供安全保障地铁安全门守护神调整一道门需要牵动颗地铁安全门守护神调整一道门需要牵动颗
2016-12-22 16:19,大连地铁圣诞节地铁延时啦鼓掌鼓掌鼓掌鼓掌小伙伴儿们看这里来来通知好消息圣诞节地铁延时啦通知好消息圣诞节地铁延时啦
2016-12-20 16:50,大连地铁今日地铁号线车行至红旗西路上行出站米处出现车辆无牵引故障指挥中心迅速启动应急救援故障列车连挂作业完毕驶离车站各车站陆续恢复正常运营时间经技术人员分析判断产生故障的原因为列车牵引控制回路故障由此给乘客带来的不便地铁运营公司深表歉意敬请谅解
2016-12-19 20:42,大连地铁我们希望我们的服务可以将温暖传递给这个城市里更多的人嘻嘻嘻嘻嘻嘻嘻嘻人活在这个世上总要留点什么我就留下点爱人活在这个世上总要留点什么我就留下点爱
2016-12-15 13:08,大连地铁也许地铁行值的工作鲜为人知但作为大连地铁的一员为确保运营安全乘客的出行舒心我们努力的脚步从未停歇大连地铁行值快闪行动希望能与乘客有更好的沟通让乘客了解行值理解行值从而为广大乘客提供更优质的服务网页链接网页链接
2016-12-09 15:50,大连地铁值此一二九运动周年之际为活跃青年员工的文体生活增强青年员工体质发扬团结友爱精神培养青年员工的集体荣誉观念大连地铁运营有限公司团委举办了传承一二九精神接力地铁新荣章主题长跑比赛机电分公司客运分公司和通号分公司获得了前三名的好成绩
2016-12-06 22:38,转发微博
2016-12-02 20:31,大连地铁大家好我是自动售票机
2016-11-20 12:48,大连地铁通知大连地铁号线机辛区间施工已结束地铁号线虹锦路站至机场站将于年月日起运营恢复正常运营时间不变机场站始车末车
2016-11-07 19:22,大连地铁今日上午伴随着年冬季的第一场雪大连地铁运营公司客运分公司在大连北站车站举办了以无障碍走入大连地铁为主题的宣传培训活动各站站长班长和残疾人代表共计余人参加了此次活动大连地铁运营公司客运分公司开展无障碍走入大连地铁运营公司客运分公司开展无障碍走入
2016-11-05 17:18,大连地铁工作人员的努力和付出可以改变一些人对生活的态度如果我们的一些小举动能够让更多的人觉得温暖那么这个城市也会变得更加温暖
2016-10-31 09:21,大连地铁一周年数据地铁号线开通一年来总运行里程万公里总客运量为万人次列车累计开行万列次正点率列车运行图兑现率达到单日最高客流量出现在今年月日达到万人次目前号线日均客流量排在前三位的车站分别为西安路大连北站和华南广场站
2016-10-27 18:21,大连地铁通知大连地铁号线夏运运营末班车延时将于月日结束从月日起恢复正常运营时间即地铁号线姚家站会展中心站双向对开末班车时间均为地铁号线会议中心站末班车时间为机场站末班车时间为
